Show_ID,Type,Title,Director,Release_Date,Genre
s707,Movie,Netflix Title 707,nan,"Mar 26, 2023",Documentaries
s708,TV Show,Netflix Title 708,Greta Gerwig,"Feb 9, 2022",Horror
s709,Movie,Netflix Title 709,Christopher Nolan,"Jan 25, 2020",Action
s710,Movie,Netflix Title 710,Greta Gerwig,"Jan 19, 2017",Action
s711,TV Show,Netflix Title 711,S.S. Rajamouli,"Feb 9, 2021",Horror
s712,Movie,Netflix Title 712,nan,"Feb 19, 2017",Documentaries
s713,Movie,Netflix Title 713,Steven Spielberg,"Feb 9, 2017",Horror
s714,Movie,Netflix Title 714,Greta Gerwig,"Mar 21, 2023",Documentaries
s715,Movie,Netflix Title 715,S.S. Rajamouli,"Feb 19, 2016",Dramas
s716,TV Show,Netflix Title 716,Steven Spielberg,"Feb 6, 2023",Documentaries
s717,TV Show,Netflix Title 717,Steven Spielberg,"Mar 20, 2023",Dramas
s718,TV Show,Netflix Title 718,Greta Gerwig,"Jan 13, 2016",Dramas
s719,Movie,Netflix Title 719,Christopher Nolan,"Feb 13, 2020",Documentaries
s720,TV Show,Netflix Title 720,Greta Gerwig,"Mar 20, 2017",Comedies
s721,TV Show,Netflix Title 721,S.S. Rajamouli,"Mar 3, 2020",Documentaries
s722,Movie,Netflix Title 722,Steven Spielberg,"Feb 8, 2021",Action
s723,Movie,Netflix Title 723,Greta Gerwig,"Feb 4, 2018",Action
s724,TV Show,Netflix Title 724,Christopher Nolan,"Mar 26, 2016",Comedies
s725,Movie,Netflix Title 725,Greta Gerwig,"Feb 17, 2023",Dramas
s726,TV Show,Netflix Title 726,nan,"Mar 2, 2022",Comedies
s727,Movie,Netflix Title 727,Christopher Nolan,"Mar 16, 2023",Action
s728,TV Show,Netflix Title 728,S.S. Rajamouli,"Jan 26, 2019",Comedies
s729,Movie,Netflix Title 729,Steven Spielberg,"Jan 7, 2018",Documentaries
s730,Movie,Netflix Title 730,Greta Gerwig,"Jan 3, 2019",Comedies
s731,Movie,Netflix Title 731,Christopher Nolan,"Mar 12, 2021",Dramas
s732,TV Show,Netflix Title 732,nan,"Jan 6, 2015",Documentaries
s733,Movie,Netflix Title 733,Christopher Nolan,"Mar 3, 2019",Horror
s734,Movie,Netflix Title 734,nan,"Feb 4, 2019",Action
s735,Movie,Netflix Title 735,S.S. Rajamouli,"Jan 22, 2020",Action
s736,TV Show,Netflix Title 736,Steven Spielberg,"Mar 25, 2022",Comedies
s737,Movie,Netflix Title 737,S.S. Rajamouli,"Jan 27, 2016",Documentaries
s738,TV Show,Netflix Title 738,Greta Gerwig,"Feb 12, 2015",Horror
s739,Movie,Netflix Title 739,Christopher Nolan,"Feb 2, 2016",Documentaries
s740,Movie,Netflix Title 740,nan,"Mar 26, 2021",Action
s741,Movie,Netflix Title 741,nan,"Feb 17, 2020",Documentaries
s742,Movie,Netflix Title 742,Christopher Nolan,"Jan 15, 2017",Horror
s743,TV Show,Netflix Title 743,Christopher Nolan,"Feb 3, 2015",Comedies
s744,Movie,Netflix Title 744,Greta Gerwig,"Feb 13, 2019",Dramas
s745,Movie,Netflix Title 745,S.S. Rajamouli,"Feb 14, 2018",Documentaries
s746,TV Show,Netflix Title 746,nan,"Mar 22, 2021",Dramas
s747,Movie,Netflix Title 747,Greta Gerwig,"Jan 15, 2018",Action
s748,Movie,Netflix Title 748,S.S. Rajamouli,"Mar 23, 2020",Comedies
s749,TV Show,Netflix Title 749,Greta Gerwig,"Feb 5, 2018",Comedies
s750,Movie,Netflix Title 750,nan,"Jan 8, 2015",Documentaries
s751,Movie,Netflix Title 751,Christopher Nolan,"Jan 22, 2020",Comedies
s752,TV Show,Netflix Title 752,Christopher Nolan,"Jan 21, 2017",Documentaries
s753,Movie,Netflix Title 753,S.S. Rajamouli,"Mar 5, 2022",Documentaries
s754,Movie,Netflix Title 754,Steven Spielberg,"Feb 18, 2020",Dramas
s755,Movie,Netflix Title 755,S.S. Rajamouli,"Jan 24, 2022",Comedies
s756,TV Show,Netflix Title 756,Steven Spielberg,"Mar 7, 2022",Documentaries
s757,Movie,Netflix Title 757,Greta Gerwig,"Jan 6, 2016",Dramas
s758,Movie,Netflix Title 758,Greta Gerwig,"Feb 8, 2015",Horror
s759,TV Show,Netflix Title 759,nan,"Feb 6, 2018",Dramas
s760,TV Show,Netflix Title 760,Steven Spielberg,"Mar 27, 2017",Dramas
s761,Movie,Netflix Title 761,nan,"Jan 27, 2017",Documentaries
s762,Movie,Netflix Title 762,Christopher Nolan,"Mar 15, 2015",Action
s763,Movie,Netflix Title 763,Steven Spielberg,"Mar 20, 2019",Action
s764,TV Show,Netflix Title 764,S.S. Rajamouli,"Mar 22, 2019",Action
s765,Movie,Netflix Title 765,Christopher Nolan,"Mar 22, 2020",Dramas
s766,Movie,Netflix Title 766,Christopher Nolan,"Mar 14, 2022",Documentaries
s767,TV Show,Netflix Title 767,S.S. Rajamouli,"Feb 17, 2018",Comedies
s768,TV Show,Netflix Title 768,Christopher Nolan,"Mar 15, 2017",Dramas
s769,Movie,Netflix Title 769,Steven Spielberg,"Mar 16, 2019",Dramas
s770,TV Show,Netflix Title 770,nan,"Jan 10, 2017",Documentaries
s771,Movie,Netflix Title 771,Christopher Nolan,"Jan 4, 2017",Horror
s772,TV Show,Netflix Title 772,Steven Spielberg,"Mar 2, 2023",Dramas
s773,Movie,Netflix Title 773,Greta Gerwig,"Mar 23, 2022",Horror
s774,Movie,Netflix Title 774,Steven Spielberg,"Mar 14, 2016",Horror
s775,TV Show,Netflix Title 775,nan,"Mar 5, 2019",Action
s776,Movie,Netflix Title 776,Steven Spielberg,"Mar 21, 2016",Documentaries
s777,Movie,Netflix Title 777,S.S. Rajamouli,"Feb 17, 2018",Horror
s778,TV Show,Netflix Title 778,nan,"Feb 25, 2016",Documentaries
s779,TV Show,Netflix Title 779,Greta Gerwig,"Mar 23, 2020",Action
s780,Movie,Netflix Title 780,S.S. Rajamouli,"Feb 24, 2021",Documentaries
s781,Movie,Netflix Title 781,Steven Spielberg,"Mar 21, 2019",Dramas
s782,Movie,Netflix Title 782,nan,"Mar 9, 2023",Horror
s783,Movie,Netflix Title 783,Greta Gerwig,"Jan 22, 2020",Documentaries
s784,Movie,Netflix Title 784,S.S. Rajamouli,"Mar 1, 2021",Comedies
s785,Movie,Netflix Title 785,Greta Gerwig,"Jan 15, 2022",Documentaries
s786,TV Show,Netflix Title 786,Steven Spielberg,"Feb 22, 2016",Horror
s787,Movie,Netflix Title 787,Greta Gerwig,"Mar 17, 2016",Action
s788,Movie,Netflix Title 788,Christopher Nolan,"Feb 16, 2015",Action
s789,Movie,Netflix Title 789,S.S. Rajamouli,"Mar 27, 2022",Horror
s790,TV Show,Netflix Title 790,Greta Gerwig,"Feb 20, 2020",Dramas
s791,Movie,Netflix Title 791,Steven Spielberg,"Mar 24, 2016",Dramas
s792,Movie,Netflix Title 792,Steven Spielberg,"Jan 17, 2020",Action
s793,Movie,Netflix Title 793,Greta Gerwig,"Feb 4, 2020",Action
s794,Movie,Netflix Title 794,Steven Spielberg,"Feb 11, 2022",Horror
s795,Movie,Netflix Title 795,nan,"Mar 22, 2018",Dramas
s796,TV Show,Netflix Title 796,nan,"Jan 8, 2015",Action
s797,TV Show,Netflix Title 797,nan,"Mar 16, 2021",Dramas
s798,Movie,Netflix Title 798,Christopher Nolan,"Jan 27, 2022",Action
s799,Movie,Netflix Title 799,Greta Gerwig,"Mar 21, 2021",Documentaries
s800,TV Show,Netflix Title 800,Christopher Nolan,"Mar 9, 2017",Comedies
s801,TV Show,Netflix Title 801,Steven Spielberg,"Mar 20, 2019",Documentaries
s802,Movie,Netflix Title 802,Christopher Nolan,"Feb 17, 2021",Action
s803,Movie,Netflix Title 803,Steven Spielberg,"Jan 8, 2019",Comedies
s804,Movie,Netflix Title 804,Steven Spielberg,"Feb 14, 2018",Comedies
s805,Movie,Netflix Title 805,S.S. Rajamouli,"Mar 21, 2021",Action
s806,TV Show,Netflix Title 806,nan,"Jan 17, 2017",Action
s807,TV Show,Netflix Title 807,Steven Spielberg,"Feb 11, 2016",Dramas
s808,TV Show,Netflix Title 808,S.S. Rajamouli,"Feb 7, 2016",Action
s809,Movie,Netflix Title 809,nan,"Mar 20, 2016",Horror
s810,Movie,Netflix Title 810,Steven Spielberg,"Feb 24, 2018",Action
s811,TV Show,Netflix Title 811,Steven Spielberg,"Mar 5, 2018",Horror
s812,TV Show,Netflix Title 812,Christopher Nolan,"Mar 5, 2023",Action
s813,Movie,Netflix Title 813,Christopher Nolan,"Mar 8, 2022",Dramas
s814,TV Show,Netflix Title 814,nan,"Jan 24, 2021",Horror
s815,TV Show,Netflix Title 815,Steven Spielberg,"Jan 4, 2018",Documentaries
s816,Movie,Netflix Title 816,Greta Gerwig,"Jan 26, 2020",Horror
s817,Movie,Netflix Title 817,Christopher Nolan,"Mar 18, 2020",Dramas
s818,Movie,Netflix Title 818,nan,"Mar 24, 2022",Horror
s819,Movie,Netflix Title 819,Steven Spielberg,"Mar 22, 2016",Action
s820,Movie,Netflix Title 820,Steven Spielberg,"Mar 23, 2019",Action
s821,TV Show,Netflix Title 821,Greta Gerwig,"Feb 10, 2022",Dramas
s822,Movie,Netflix Title 822,nan,"Feb 24, 2017",Comedies
s823,Movie,Netflix Title 823,Steven Spielberg,"Feb 23, 2015",Action
s824,Movie,Netflix Title 824,Christopher Nolan,"Jan 23, 2023",Documentaries
s825,Movie,Netflix Title 825,Greta Gerwig,"Mar 10, 2019",Dramas
s826,TV Show,Netflix Title 826,nan,"Feb 9, 2020",Horror
s827,Movie,Netflix Title 827,Greta Gerwig,"Jan 25, 2016",Horror
s828,Movie,Netflix Title 828,Christopher Nolan,"Mar 12, 2022",Documentaries
s829,TV Show,Netflix Title 829,nan,"Jan 15, 2021",Action
s830,Movie,Netflix Title 830,Greta Gerwig,"Mar 13, 2015",Dramas
s831,Movie,Netflix Title 831,S.S. Rajamouli,"Jan 8, 2018",Documentaries
s832,Movie,Netflix Title 832,Christopher Nolan,"Feb 27, 2019",Action
s833,Movie,Netflix Title 833,Christopher Nolan,"Feb 13, 2023",Dramas
s834,Movie,Netflix Title 834,Christopher Nolan,"Mar 12, 2020",Horror
s835,Movie,Netflix Title 835,S.S. Rajamouli,"Mar 7, 2023",Dramas
s836,Movie,Netflix Title 836,S.S. Rajamouli,"Mar 16, 2016",Comedies
s837,TV Show,Netflix Title 837,Steven Spielberg,"Mar 7, 2018",Dramas
s838,Movie,Netflix Title 838,Greta Gerwig,"Mar 25, 2022",Comedies
s839,Movie,Netflix Title 839,Steven Spielberg,"Jan 13, 2015",Dramas
s840,Movie,Netflix Title 840,Greta Gerwig,"Jan 5, 2020",Comedies
s841,Movie,Netflix Title 841,S.S. Rajamouli,"Mar 13, 2023",Horror
s842,Movie,Netflix Title 842,S.S. Rajamouli,"Feb 14, 2020",Action
s843,Movie,Netflix Title 843,Steven Spielberg,"Mar 8, 2023",Comedies
s844,TV Show,Netflix Title 844,nan,"Jan 27, 2020",Comedies
s845,Movie,Netflix Title 845,Steven Spielberg,"Mar 6, 2022",Horror
s846,Movie,Netflix Title 846,Greta Gerwig,"Jan 3, 2017",Comedies
s847,Movie,Netflix Title 847,Steven Spielberg,"Jan 22, 2016",Documentaries
s848,TV Show,Netflix Title 848,Christopher Nolan,"Feb 6, 2022",Horror
s849,Movie,Netflix Title 849,Greta Gerwig,"Mar 8, 2023",Documentaries
s850,Movie,Netflix Title 850,Greta Gerwig,"Feb 14, 2017",Horror
s851,Movie,Netflix Title 851,nan,"Feb 3, 2015",Comedies
s852,TV Show,Netflix Title 852,S.S. Rajamouli,"Mar 5, 2018",Documentaries
s853,Movie,Netflix Title 853,Greta Gerwig,"Jan 9, 2019",Comedies
s854,TV Show,Netflix Title 854,S.S. Rajamouli,"Feb 20, 2021",Horror
s855,Movie,Netflix Title 855,Steven Spielberg,"Mar 22, 2018",Comedies
s856,Movie,Netflix Title 856,Christopher Nolan,"Jan 13, 2016",Documentaries
s857,Movie,Netflix Title 857,nan,"Jan 20, 2018",Documentaries
s858,Movie,Netflix Title 858,S.S. Rajamouli,"Jan 17, 2020",Comedies
s859,Movie,Netflix Title 859,Greta Gerwig,"Jan 1, 2015",Dramas
s860,Movie,Netflix Title 860,S.S. Rajamouli,"Feb 8, 2016",Horror
s861,TV Show,Netflix Title 861,Greta Gerwig,"Mar 13, 2021",Horror
s862,Movie,Netflix Title 862,S.S. Rajamouli,"Feb 8, 2022",Comedies
s863,Movie,Netflix Title 863,Greta Gerwig,"Mar 26, 2021",Dramas
s864,Movie,Netflix Title 864,Steven Spielberg,"Jan 17, 2023",Documentaries
s865,Movie,Netflix Title 865,Greta Gerwig,"Jan 16, 2021",Action
s866,Movie,Netflix Title 866,Greta Gerwig,"Feb 22, 2016",Action
s867,Movie,Netflix Title 867,Christopher Nolan,"Mar 17, 2021",Comedies
s868,Movie,Netflix Title 868,Greta Gerwig,"Jan 18, 2016",Dramas
s869,TV Show,Netflix Title 869,Christopher Nolan,"Jan 11, 2019",Dramas
s870,TV Show,Netflix Title 870,nan,"Feb 21, 2021",Horror
s871,Movie,Netflix Title 871,Christopher Nolan,"Jan 8, 2017",Documentaries
s872,Movie,Netflix Title 872,Steven Spielberg,"Mar 9, 2018",Dramas
s873,Movie,Netflix Title 873,Christopher Nolan,"Feb 12, 2019",Action
s874,Movie,Netflix Title 874,nan,"Mar 20, 2015",Documentaries
s875,Movie,Netflix Title 875,Steven Spielberg,"Jan 20, 2023",Documentaries
s876,Movie,Netflix Title 876,S.S. Rajamouli,"Feb 15, 2015",Comedies
s877,TV Show,Netflix Title 877,S.S. Rajamouli,"Mar 11, 2016",Dramas
s878,Movie,Netflix Title 878,Christopher Nolan,"Jan 15, 2015",Comedies
s879,Movie,Netflix Title 879,Christopher Nolan,"Jan 14, 2023",Dramas
s880,Movie,Netflix Title 880,nan,"Jan 8, 2022",Horror
s881,Movie,Netflix Title 881,nan,"Mar 12, 2015",Comedies
s882,Movie,Netflix Title 882,Greta Gerwig,"Mar 8, 2017",Comedies
s883,Movie,Netflix Title 883,nan,"Mar 7, 2015",Action
s884,Movie,Netflix Title 884,Greta Gerwig,"Jan 26, 2019",Comedies
s885,TV Show,Netflix Title 885,Steven Spielberg,"Jan 8, 2021",Dramas
s886,Movie,Netflix Title 886,Christopher Nolan,"Feb 22, 2016",Action
s887,Movie,Netflix Title 887,Steven Spielberg,"Feb 5, 2017",Comedies
s888,Movie,Netflix Title 888,nan,"Feb 8, 2023",Comedies
s889,Movie,Netflix Title 889,Steven Spielberg,"Jan 3, 2017",Horror
s890,Movie,Netflix Title 890,Steven Spielberg,"Mar 24, 2015",Comedies
s891,TV Show,Netflix Title 891,Steven Spielberg,"Jan 19, 2016",Documentaries
s892,TV Show,Netflix Title 892,nan,"Mar 8, 2017",Action
s893,TV Show,Netflix Title 893,Steven Spielberg,"Mar 27, 2015",Documentaries
s894,Movie,Netflix Title 894,Greta Gerwig,"Feb 19, 2022",Action
s895,Movie,Netflix Title 895,nan,"Feb 2, 2020",Horror
s896,Movie,Netflix Title 896,Steven Spielberg,"Mar 5, 2017",Comedies
s897,Movie,Netflix Title 897,nan,"Feb 26, 2015",Comedies
s898,TV Show,Netflix Title 898,S.S. Rajamouli,"Mar 4, 2018",Comedies
s899,Movie,Netflix Title 899,Greta Gerwig,"Feb 17, 2023",Action
s900,Movie,Netflix Title 900,Steven Spielberg,"Mar 14, 2017",Comedies
s901,Movie,Netflix Title 901,S.S. Rajamouli,"Feb 3, 2022",Documentaries
s902,Movie,Netflix Title 902,S.S. Rajamouli,"Mar 1, 2016",Comedies
s903,Movie,Netflix Title 903,nan,"Jan 12, 2022",Horror
s904,Movie,Netflix Title 904,S.S. Rajamouli,"Feb 4, 2020",Documentaries
s905,Movie,Netflix Title 905,Greta Gerwig,"Mar 9, 2022",Comedies
s906,TV Show,Netflix Title 906,Greta Gerwig,"Mar 24, 2021",Comedies
s907,TV Show,Netflix Title 907,Christopher Nolan,"Feb 13, 2023",Dramas
s908,Movie,Netflix Title 908,Greta Gerwig,"Mar 2, 2017",Action
s909,Movie,Netflix Title 909,S.S. Rajamouli,"Feb 24, 2020",Documentaries
s910,Movie,Netflix Title 910,Greta Gerwig,"Feb 9, 2018",Dramas
s911,Movie,Netflix Title 911,nan,"Feb 19, 2017",Horror
s912,Movie,Netflix Title 912,Christopher Nolan,"Jan 3, 2015",Action
s913,Movie,Netflix Title 913,S.S. Rajamouli,"Mar 3, 2023",Documentaries
s914,Movie,Netflix Title 914,Christopher Nolan,"Jan 12, 2016",Comedies
s915,Movie,Netflix Title 915,S.S. Rajamouli,"Mar 18, 2018",Documentaries
s916,Movie,Netflix Title 916,nan,"Mar 4, 2021",Comedies
s917,Movie,Netflix Title 917,Christopher Nolan,"Mar 16, 2015",Action
s918,TV Show,Netflix Title 918,Steven Spielberg,"Feb 25, 2016",Comedies
s919,TV Show,Netflix Title 919,S.S. Rajamouli,"Feb 3, 2019",Horror
s920,Movie,Netflix Title 920,Steven Spielberg,"Jan 20, 2015",Comedies
s921,TV Show,Netflix Title 921,Christopher Nolan,"Feb 21, 2015",Horror
s922,Movie,Netflix Title 922,Steven Spielberg,"Feb 15, 2018",Action
s923,TV Show,Netflix Title 923,Steven Spielberg,"Mar 14, 2023",Action
s924,TV Show,Netflix Title 924,Christopher Nolan,"Jan 24, 2023",Documentaries
s925,Movie,Netflix Title 925,nan,"Feb 5, 2020",Horror
s926,Movie,Netflix Title 926,Steven Spielberg,"Jan 11, 2021",Horror
s927,Movie,Netflix Title 927,Steven Spielberg,"Mar 18, 2019",Dramas
s928,Movie,Netflix Title 928,nan,"Mar 22, 2022",Dramas
s929,Movie,Netflix Title 929,Steven Spielberg,"Mar 3, 2022",Dramas
s930,Movie,Netflix Title 930,Steven Spielberg,"Feb 10, 2023",Comedies
s931,Movie,Netflix Title 931,Steven Spielberg,"Jan 8, 2021",Dramas
s932,TV Show,Netflix Title 932,Greta Gerwig,"Mar 5, 2019",Horror
s933,TV Show,Netflix Title 933,nan,"Mar 5, 2022",Comedies
s934,Movie,Netflix Title 934,Steven Spielberg,"Mar 13, 2020",Action
s935,Movie,Netflix Title 935,nan,"Jan 5, 2023",Documentaries
s936,Movie,Netflix Title 936,S.S. Rajamouli,"Mar 16, 2016",Dramas
s937,Movie,Netflix Title 937,S.S. Rajamouli,"Jan 8, 2017",Action
s938,TV Show,Netflix Title 938,Steven Spielberg,"Feb 11, 2021",Horror
s939,Movie,Netflix Title 939,nan,"Feb 13, 2022",Documentaries
s940,Movie,Netflix Title 940,nan,"Mar 22, 2023",Action
s941,Movie,Netflix Title 941,nan,"Mar 26, 2019",Documentaries
s942,Movie,Netflix Title 942,Greta Gerwig,"Mar 2, 2021",Dramas
s943,Movie,Netflix Title 943,S.S. Rajamouli,"Mar 20, 2023",Horror
s944,TV Show,Netflix Title 944,nan,"Jan 23, 2020",Documentaries
s945,Movie,Netflix Title 945,nan,"Jan 15, 2015",Action
s946,Movie,Netflix Title 946,Greta Gerwig,"Jan 25, 2020",Dramas
s947,Movie,Netflix Title 947,Greta Gerwig,"Feb 21, 2015",Dramas
s948,TV Show,Netflix Title 948,nan,"Feb 6, 2017",Action
s949,TV Show,Netflix Title 949,Christopher Nolan,"Jan 16, 2022",Action
s950,Movie,Netflix Title 950,nan,"Feb 15, 2015",Documentaries
s951,Movie,Netflix Title 951,nan,"Jan 22, 2015",Comedies
s952,Movie,Netflix Title 952,Greta Gerwig,"Feb 17, 2020",Dramas
s953,Movie,Netflix Title 953,Greta Gerwig,"Mar 14, 2022",Documentaries
s954,TV Show,Netflix Title 954,nan,"Jan 15, 2020",Action
s955,Movie,Netflix Title 955,nan,"Jan 27, 2015",Documentaries
s956,Movie,Netflix Title 956,nan,"Mar 21, 2022",Action
s957,Movie,Netflix Title 957,Greta Gerwig,"Mar 6, 2019",Horror
s958,Movie,Netflix Title 958,nan,"Feb 26, 2015",Action
s959,Movie,Netflix Title 959,nan,"Mar 25, 2016",Action
s960,TV Show,Netflix Title 960,Steven Spielberg,"Feb 15, 2019",Action
s961,Movie,Netflix Title 961,Christopher Nolan,"Feb 20, 2020",Comedies
s962,Movie,Netflix Title 962,S.S. Rajamouli,"Feb 27, 2016",Action
s963,Movie,Netflix Title 963,Christopher Nolan,"Feb 4, 2015",Dramas
s964,Movie,Netflix Title 964,Steven Spielberg,"Jan 14, 2021",Dramas
s965,Movie,Netflix Title 965,S.S. Rajamouli,"Mar 15, 2017",Documentaries
s966,Movie,Netflix Title 966,nan,"Mar 11, 2017",Comedies
s967,TV Show,Netflix Title 967,Steven Spielberg,"Jan 3, 2017",Documentaries
s968,Movie,Netflix Title 968,nan,"Mar 26, 2022",Dramas
s969,Movie,Netflix Title 969,Greta Gerwig,"Jan 17, 2021",Dramas
s970,Movie,Netflix Title 970,Steven Spielberg,"Mar 18, 2015",Horror
s971,Movie,Netflix Title 971,Greta Gerwig,"Mar 4, 2020",Action
s972,TV Show,Netflix Title 972,Steven Spielberg,"Feb 14, 2019",Dramas
s973,TV Show,Netflix Title 973,Steven Spielberg,"Mar 15, 2018",Documentaries
s974,Movie,Netflix Title 974,Greta Gerwig,"Mar 16, 2018",Documentaries
s975,Movie,Netflix Title 975,S.S. Rajamouli,"Jan 26, 2016",Action
s976,Movie,Netflix Title 976,Christopher Nolan,"Mar 3, 2020",Action
s977,Movie,Netflix Title 977,nan,"Mar 11, 2023",Horror
s978,Movie,Netflix Title 978,Steven Spielberg,"Mar 13, 2016",Comedies
s979,Movie,Netflix Title 979,nan,"Mar 24, 2017",Documentaries
s980,Movie,Netflix Title 980,Greta Gerwig,"Mar 10, 2023",Action
s981,Movie,Netflix Title 981,nan,"Mar 10, 2020",Documentaries
s982,TV Show,Netflix Title 982,Greta Gerwig,"Feb 18, 2019",Action
s983,Movie,Netflix Title 983,nan,"Jan 7, 2016",Dramas
s984,Movie,Netflix Title 984,Christopher Nolan,"Mar 13, 2021",Documentaries
s985,TV Show,Netflix Title 985,Christopher Nolan,"Jan 6, 2022",Dramas
s986,Movie,Netflix Title 986,Christopher Nolan,"Feb 14, 2018",Documentaries
s987,Movie,Netflix Title 987,Christopher Nolan,"Jan 23, 2020",Comedies
s988,Movie,Netflix Title 988,Christopher Nolan,"Feb 18, 2022",Horror
s989,Movie,Netflix Title 989,Christopher Nolan,"Feb 9, 2019",Dramas
s990,TV Show,Netflix Title 990,Greta Gerwig,"Feb 20, 2020",Action
s991,TV Show,Netflix Title 991,Steven Spielberg,"Mar 3, 2015",Comedies
s992,Movie,Netflix Title 992,nan,"Mar 4, 2015",Documentaries
s993,Movie,Netflix Title 993,Christopher Nolan,"Jan 19, 2019",Dramas
s994,Movie,Netflix Title 994,Greta Gerwig,"Feb 24, 2020",Documentaries
s995,Movie,Netflix Title 995,Greta Gerwig,"Mar 22, 2015",Documentaries
s996,Movie,Netflix Title 996,Greta Gerwig,"Feb 16, 2021",Documentaries
s997,TV Show,Netflix Title 997,Steven Spielberg,"Mar 13, 2017",Horror
s998,Movie,Netflix Title 998,nan,"Jan 12, 2021",Horror
s999,TV Show,Netflix Title 999,Steven Spielberg,"Feb 1, 2016",Action
s1000,Movie,Netflix Title 1000,S.S. Rajamouli,"Jan 27, 2023",Dramas
